market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated
crypto,BNB,BNB Coin,04-30-2023,22616.37486508146,21370.68675299649,23128.00195011311,20452.662978321525,1764693.478075727,296312993003.3506,Crypto,COINBASE,US,usd,2023-04-30 03:00:00
crypto,ADA,ADA Coin,08-24-2023,20952.08322073235,22690.46038932406,23101.604609985996,20512.705831296396,6323010.614907384,201855270232.0945,Crypto,COINBASE,Global,USDT,2023-08-24 20:00:00
stock,TSLA,TSLA Inc,14/03/2023,33180.233227115365,31043.664885114496,34774.66009118008,29722.233435922502,4146826.6131465104,49152425199.11757,Technology,,US,USD,2023-03-14 11:00:00
crypto,BTC,BTC Coin,01-12-2023,49843.74384977891,49865.62535631853,51350.087667140855,47518.72379515468,7499854.743521378,38713118891.06432,Crypto,COINBASE,Global,USD,2023-01-12 10:00:00
stock,MSFT,MSFT Inc,2023-07-09,44903.73392914128,42255.667703131905,45331.86346275306,40220.105848937754,4721197.384154882,637617723355.8014,Technology,NYSE,US,USDT,2023-07-09 06:00:00
stock,AMZN,AMZN Inc,01-24-2023,3294.7748850233347,3476.335179346746,3555.124375478729,3216.4235352387245,4408186.706635343,1698874988455.2231,RETAIL,NASDAQ,Global,USDT,2023-01-24 09:00:00
stock,GOOGL,GOOGL Inc,2023-01-03,27986.42 USD,26056.701895624898,28240.996017065096,25876.63135207791,9461208.505874194,1208281552017.2246,Retail,NASDAQ,US,$,2023-01-03 19:00:00
stock,AAPL,AAPL Inc,02-18-2023,13544.526210446253,13934.60732798488,14219.38483677395,12884.492207905401,1562369.8210645374,1126194855676.4614,TECHNOLOGY,NASDAQ,US,USD,2023-02-18 23:00:00
stock,AMZN,AMZN Inc,30/06/2024,32949.60785608846,29833.207535971876,33315.302640621405,28686.2322773205,6719255.543243686,2150756964253.7185,tech,NYSE,Global,USD,2024-06-30 15:00:00
stock,GOOGL,GOOGL Inc,2024-07-25,5214.388013408847,5527.163781528539,5576.506061003137,5123.852186767509,2382589.6276862184,68934507885.54883,Retail,NYSE,US,$,2024-07-25 23:00:00
crypto,BTC,BTC Coin,03-07-2023,12166.17782806271,12707.005631713479,13250.672623676674,12062.899062095183,3972438.11265493,44279350139.94134,crypto,BINANCE,US,USD,2023-03-07 17:00:00
stock,AAPL,AAPL Inc,08-17-2024,10257.16492783689,9832.821358554853,10716.858143901829,9347.572570187043,855999.8000138263,2007574558346.232,ai,NYSE,US,$,2024-08-17 18:00:00
crypto,BTC,BTC Coin,05-27-2023,1336.3448716522475,1251.2024471306718,1375.302101650346,1215.006696223252,8926824.43905867,87115070782.68079,crypto,COINBASE,US,USD,2023-05-27 21:00:00
crypto,BNB,BNB Coin,2023-09-07,17097.45 USD,16274.80027608258,17422.037998403004,15941.406876948959,2681368.34458794,327890206886.68414,Crypto,N/A,Global,USDT,2023-09-07 21:00:00
stock,AMZN,AMZN Inc,04-25-2023,20476.48849304011,20689.63719300226,21140.80217590491,19754.145305230824,9484584.616314605,1876205234468.9106,Technology,NYSE,US,USDT,2023-04-25 12:00:00
crypto,SOL,SOL Coin,2024-07-26,7014.257656564962,7531.163520793148,7714.709723750809,6977.27576407117,7998752.704217205,306624288693.1055,Blockchain,COINBASE,US,usd,2024-07-26 10:00:00
stock,AMZN,AMZN Inc,23/12/2023,1133.2407229226687,1080.8118756268718,1163.9308203717655,1061.0048209924817,2579618.96664659,1281388378363.008,Automotive,N/A,Global,USDT,2023-12-23 15:00:00
stock,AAPL,AAPL Inc,23/05/2023,41748.16253759696,45792.742732312625,46996.38249606709,40019.11914721379,2723800.95786717,426674661477.74414,ai,NASDAQ,US,$,2023-05-23 22:00:00
crypto,BNB,BNB Coin,2023-03-09,45715.79733995935,42220.834534356705,47033.59285784721,40688.33481393442,5542225.847155418,12264317236.24936,blockchain,COINBASE,Global,usd,2023-03-09 22:00:00
crypto,SOL,SOL Coin,2023-05-05,41488.79276732301,39052.74736395929,41511.602950148845,37367.397992203005,9000286.399839202,262311053398.98636,Blockchain,BINANCE,US,usd,2023-05-05 16:00:00
stock,GOOGL,GOOGL Inc,20/04/2024,29874.68097749371,30475.262805156643,31488.621176749875,28642.90497869356,9144205.047303673,2622931331911.9204,AI,NASDAQ,Global,USDT,2024-04-20 06:00:00
stock,MSFT,MSFT Inc,2023-05-26,19163.09502719238,19235.59938399867,19280.770310077027,18364.26547567848,7380598.130647278,1262123869427.2986,Artificial Intelligence,NYSE,US,USD,2023-05-26 02:00:00
crypto,BTC,BTC Coin,08/05/2023,30161.573952224746,28625.439620155405,30748.662374834938,27607.36689567997,3557371.4919330264,37705473830.42496,blockchain,BINANCE,Global,USDT,2023-05-08 17:00:00
crypto,BTC,BTC Coin,09-27-2023,14863.114564002519,15060.510519265352,15418.988623766354,14613.169863982897,9368360.563508255,289023132547.777,blockchain,BINANCE,US,$,2023-09-27 01:00:00
crypto,ETH,ETH Coin,2024-02-19,10754.86952575193,9746.45668297434,10895.900304638963,9549.128912553826,515206.7090290192,294365978398.0489,blockchain,BINANCE,US,USD,2024-02-19 04:00:00
stock,AMZN,AMZN Inc,2024-01-22,29846.174017355293,28856.73688153195,30996.61300661033,27567.703924590962,752302.6795763518,1494135079131.6968,Artificial Intelligence,NASDAQ,Global,USD,2024-01-22 09:00:00
stock,MSFT,MSFT Inc,31/10/2023,24779.61089714786,25713.31851226176,26272.361205029625,23845.917677687026,8191204.074424323,2187284381048.774,automotive,NASDAQ,Global,USDT,2023-10-31 10:00:00
stock,TSLA,TSLA Inc,2023-11-14,34737.876578012794,33154.83775789168,35763.04458092562,32095.497419391115,916729.1511930148,2400253478117.248,ai,NYSE,Global,$,2023-11-14 23:00:00
stock,MSFT,MSFT Inc,2024-04-19,6849.563359638881,7466.349216013228,7632.850958676328,6570.489177958719,5419467.5728362035,2752767590632.106,tech,NASDAQ,US,USD,2024-04-19 13:00:00
stock,TSLA,TSLA Inc,16/05/2023,36613.92207161396,38858.80326721069,40138.77992934682,36050.57397729633,8492107.320001628,2620108049270.461,Finance,NYSE,Global,$,2023-05-16 23:00:00
stock,AAPL,AAPL Inc,2024-02-09,24476.353932520593,23111.59865750692,25685.079519098268,23046.954753016973,395228.68687369046,756507346488.966,RETAIL,NASDAQ,Global,$,2024-02-09 13:00:00
stock,MSFT,MSFT Inc,2023-05-29,46263.16 USD,43307.64438792817,47576.91053742262,43124.6442501944,340425.8398794026,2119669765821.9084,Artificial Intelligence,NYSE,US,USD,2023-05-29 06:00:00
crypto,BTC,BTC Coin,10/03/2023,14874.476878553813,16137.011157648696,16920.51004449671,14833.02653760167,4742667.95235798,280481005562.5018,Crypto,COINBASE,US,$,2023-03-10 23:00:00
stock,MSFT,MSFT Inc,03-27-2023,42229.024432768165,40701.18232571081,43979.2390232986,38741.435933825196,5963102.514942048,2587507526458.0474,automotive,NYSE,Global,USD,2023-03-27 04:00:00
stock,TSLA,TSLA Inc,04/07/2023,6037.138620006168,5526.340187103315,6247.3182129827055,5343.936411291236,7247942.948516086,697726423490.2322,finance,NYSE,Global,usd,2023-07-04 10:00:00
crypto,ETH,ETH Coin,2023-09-19,15771.36398815221,15895.930297435008,16524.394313077377,15234.15387603841,6259287.872993654,30815754615.582237,Crypto,BINANCE,US,USDT,2023-09-19 11:00:00
stock,GOOGL,GOOGL Inc,20/11/2023,30797.000777233407,29152.191324520376,30834.574321661497,28962.84620045484,213672.839093021,2659073467226.1997,RETAIL,NYSE,US,USD,2023-11-20 02:00:00
stock,AAPL,AAPL Inc,04-25-2023,26451.567330020327,28774.373087950513,29923.5974300781,26448.835029304137,3507767.44270165,2625358001325.7563,Retail,NASDAQ,US,usd,2023-04-25 12:00:00
stock,,MSFT Inc,03-27-2023,20102.526371326014,20021.616196616564,20733.248627450936,19895.156779786055,9840850.608523753,2303892983904.0693,Artificial Intelligence,NASDAQ,Global,USD,2023-03-27 05:00:00
stock,TSLA,TSLA Inc,05-16-2024,20894.161440545016,20565.525542426756,21664.719624799367,19782.778139817707,1105630.6572008152,2307137507454.909,Artificial Intelligence,NYSE,Global,usd,2024-05-16 00:00:00
crypto,ADA,ADA Coin,2024-03-01,14369.077192787547,13783.704324645176,14536.91358317103,13123.529112414359,179721.4733994047,145075752268.10672,Blockchain,COINBASE,Global,$,2024-03-01 04:00:00
stock,AMZN,AMZN Inc,2023-12-11,21394.37895545576,20899.427046312976,22121.410531554826,20082.524754347833,9499661.878318302,2963289945310.7344,Technology,NYSE,US,$,2023-12-11 01:00:00
stock,TSLA,TSLA Inc,26/03/2023,4479.656005589853,4405.814051043632,4676.563385894594,4393.639029405568,4674547.710987448,2361171593102.5005,AI,NASDAQ,Global,USD,2023-03-26 16:00:00
stock,TSLA,TSLA Inc,2024-04-16,8360.02696514284,9181.2635569303,9287.615504384492,8336.088769519029,6496816.843274692,1844100053740.016,Artificial Intelligence,NYSE,Global,USDT,2024-04-16 01:00:00
stock,AAPL,AAPL Inc,07/01/2023,25639.298665715265,24258.211238302923,25865.601412488275,23312.730728125625,1865196.1831804009,1827133016687.7888,Technology,Unknown,US,USDT,2023-01-07 01:00:00
crypto,BNB,BNB Coin,08/01/2023,17512.761705744837,15964.0825373858,18361.344877248164,15871.319951163145,9277595.079668935,312935867058.86755,Crypto,COINBASE,US,$,2023-01-08 02:00:00
stock,TSLA,TSLA Inc,13/02/2023,8703.023508482169,8522.421878745607,9032.971872436588,8392.88985197631,1539805.1674922106,2984774389712.8413,ai,NASDAQ,Global,USDT,2023-02-13 04:00:00
stock,TSLA,TSLA Inc,04/09/2023,11229.784186114666,10609.490469805,11531.289530242491,10393.555475708241,5801281.992170274,2449341043721.9473,Retail,NASDAQ,US,USDT,2023-09-04 22:00:00
stock,TSLA,TSLA Inc,2024-08-03,43874.268522892715,41817.44318824917,44158.38714459687,41584.82964576603,9556559.330799304,283545643819.2871,ai,NYSE,Global,USDT,2024-08-03 18:00:00
crypto,ETH,ETH Coin,06-12-2023,40477.708575496654,41734.4765056945,42883.96370527829,38629.87438260286,4085123.6774939164,345540408819.85297,crypto,COINBASE,US,$,2023-06-12 10:00:00
stock,GOOGL,GOOGL Inc,05-05-2024,12995.09 USD,13575.764620954009,13912.359233987605,12397.997217850774,2202611.8362961635,1124338665866.8188,Retail,NYSE,US,USDT,2024-05-05 07:00:00
crypto,ETH,ETH Coin,2023-07-06,3815.781665920106,4083.807446634441,4184.911600344184,3716.6832551566167,5924485.438810516,274887211645.5404,Crypto,COINBASE,Global,usd,2023-07-06 12:00:00
stock,TSLA,TSLA Inc,01-16-2024,17396.982303030632,18016.37107417536,18525.99292376887,16759.407492406415,8786421.233565224,2475796088116.196,AI,NASDAQ,Global,USDT,2024-01-16 12:00:00
crypto,SOL,SOL Coin,02/06/2024,32926.00721457469,35234.658522865706,36762.59927334972,32445.885077938798,8370296.270308357,319983278534.7366,crypto,BINANCE,US,usd,2024-06-02 10:00:00
stock,AAPL,AAPL Inc,02/02/2023,34010.237180297416,34817.03740137349,36127.405570979216,32579.43518373372,8808826.721230086,2095439670391.1582,finance,NYSE,US,usd,2023-02-02 10:00:00
stock,AMZN,AMZN Inc,17/04/2024,1472.0716788976117,1567.9968011009785,1578.100178098812,1423.134043673706,7435339.054659786,2616812147958.2437,Artificial Intelligence,NYSE,Global,USDT,2024-04-17 20:00:00
crypto,BTC,BTC Coin,05-03-2023,40900.17153571192,43617.04050598078,44723.75254092702,38868.222121357496,2871094.293615953,68500158939.08174,blockchain,COINBASE,Global,USDT,2023-05-03 10:00:00
crypto,SOL,SOL Coin,01-04-2024,49059.4970395909,50352.83810728136,51006.930490132145,48161.722233326305,5400313.811778839,248686132758.41818,blockchain,BINANCE,US,USDT,2024-01-04 23:00:00
stock,TSLA,TSLA Inc,01-21-2024,5357.962134959651,5637.677658514412,5790.251983409554,5348.047762858939,3419379.7882208223,2341737731501.9194,Retail,NASDAQ,US,USDT,2024-01-21 20:00:00
stock,AAPL,AAPL Inc,06/10/2023,46602.08499444577,42897.30990631703,48785.92507551622,42227.86676148461,679302.7539926139,1901539460470.505,Automotive,NASDAQ,Global,usd,2023-10-06 08:00:00
crypto,ADA,ADA Coin,2023-11-17,35411.52271137763,32347.367910947138,36442.29983499889,31289.4198402708,6209534.262157003,123880608943.99242,Blockchain,COINBASE,Global,USD,2023-11-17 01:00:00
crypto,ADA,ADA Coin,01-22-2023,43578.12493955729,47704.877230820246,50015.88718772346,43032.639751822484,1301732.315066189,23068103355.942577,crypto,COINBASE,Global,USDT,2023-01-22 10:00:00
stock,TSLA,TSLA Inc,01-21-2023,1239.0999537754876,1120.672616733325,1259.1492241549613,1092.0194380386445,7704303.770660124,2277206955827.7773,Retail,NASDAQ,Global,USD,2023-01-21 09:00:00
stock,AMZN,AMZN Inc,08/11/2023,22300.68 USD,21291.020604505207,23412.503826804335,20680.161318637995,4514418.8562724255,2053053176053.4504,automotive,NASDAQ,US,usd,2023-11-08 12:00:00
crypto,ADA,ADA Coin,29/02/2024,39742.52934200897,41282.01365023826,41737.704358673436,37919.10443103917,6805312.521445056,69631409370.70932,Crypto,COINBASE,US,usd,2024-02-29 09:00:00
stock,AAPL,AAPL Inc,2024-04-08,13670.243754640484,14902.926713850211,15015.486948388185,13282.237672601777,9436215.585755821,1966988530700.5942,Technology,NYSE,US,USDT,2024-04-08 10:00:00
stock,MSFT,MSFT Inc,06/01/2024,31929.912123727638,31275.95174892256,32367.695489426802,31250.896033456924,4093930.729144115,1264984677609.1057,tech,NYSE,Global,USD,2024-01-06 05:00:00
stock,TSLA,TSLA Inc,2024-04-18,11505.430748495399,10845.2599565137,11523.34130022268,10656.371764999889,3685894.9108938877,2683356619000.612,TECHNOLOGY,NASDAQ,US,$,2024-04-18 06:00:00
stock,TSLA,TSLA Inc,27/01/2024,23665.76323551094,25881.794198201358,26121.880858998527,23510.30658542124,7766191.931064625,2594431167020.5146,AI,Unknown,Global,usd,2024-01-27 16:00:00
stock,AAPL,AAPL Inc,2023-10-14,42240.71357356321,44445.88150101353,45837.52721145136,40405.871759194,326229.2687330279,2315056315485.7153,Finance,NASDAQ,Global,USD,2023-10-14 16:00:00
crypto,ADA,ADA Coin,2024-05-08,30836.349222891695,32665.17471532202,33451.625302396526,29475.399575824576,1252732.736233302,368734899887.1963,blockchain,COINBASE,Global,usd,2024-05-08 23:00:00
crypto,BNB,BNB Coin,2023-08-21,21520.99168602414,20231.99071265377,22049.97179369,19285.344907949755,5820132.047742073,275798288455.4437,blockchain,BINANCE,US,$,2023-08-21 05:00:00
crypto,BNB,BNB Coin,2023-04-01,39879.979440853036,38367.427204986736,40787.68795017525,36471.34835568773,725396.4310577943,111252394751.86359,Crypto,COINBASE,Global,USD,2023-04-01 16:00:00
crypto,ADA,ADA Coin,02-19-2024,24002.142347509005,24482.28383423609,24839.312136025408,23636.087938121032,8601363.849494856,160034954780.6405,crypto,COINBASE,US,usd,2024-02-19 01:00:00
crypto,SOL,SOL Coin,14/02/2024,1990.5450791643736,1982.7847191216097,2000.9884916796807,1907.6416411051175,9866639.270078197,313041140612.87317,crypto,BINANCE,Global,USD,2024-02-14 23:00:00
stock,AMZN,AMZN Inc,05/04/2024,24949.41879103329,25539.002170646258,26436.0148910227,24400.0933204899,98698.7033444174,436061673275.52454,finance,NYSE,Global,USDT,2024-04-05 10:00:00
crypto,BNB,BNB Coin,02-12-2024,25890.405052801725,23756.34439820783,26344.29871637305,22607.96640267438,786706.3930530524,133952216756.3768,Crypto,COINBASE,US,USDT,2024-02-12 12:00:00
crypto,ADA,ADA Coin,08-12-2024,6644.460544612587,6734.215044897304,6966.365313301996,6578.210854120553,2002302.2922038562,161784694099.63043,Blockchain,BINANCE,Global,USD,2024-08-12 10:00:00
crypto,ADA,ADA Coin,2023-01-06,5237.346338316669,5380.252831893269,5570.30373329802,4983.750400398041,9362186.250190655,71155619992.33255,crypto,COINBASE,US,usd,2023-01-06 08:00:00
crypto,ETH,ETH Coin,07/04/2023,27069.40380170051,28201.232525702537,29429.352664776074,26682.428987385996,8017479.102614848,25528657042.331604,Crypto,COINBASE,US,usd,2023-04-07 10:00:00
crypto,SOL,SOL Coin,12-23-2023,40743.10743618815,37321.62225126624,42565.98799386638,36477.39292922708,8173160.401854974,139082826054.4084,Crypto,BINANCE,US,USDT,2023-12-23 17:00:00
stock,AMZN,AMZN Inc,20/05/2023,32182.448982874284,32352.389440592004,33535.822896516256,30704.679170339186,604460.4878216474,1362431670709.7175,AI,NASDAQ,US,USDT,2023-05-20 09:00:00
stock,MSFT,MSFT Inc,12-19-2023,7985.638558858285,8579.424395843995,8673.460887396486,7976.001991671339,3369621.0219192975,748838669690.3379,Retail,NASDAQ,Global,usd,2023-12-19 14:00:00
stock,TSLA,TSLA Inc,12/06/2024,39487.02837205253,40740.408058866225,41755.24289794023,38609.15976808381,7192298.580944366,554532567909.2109,automotive,NYSE,US,usd,2024-06-12 04:00:00
crypto,BTC,BTC Coin,06-09-2024,49816.732463676526,54547.26125052639,56320.9355060811,47822.92348514687,6802602.196070482,95239622825.86299,Blockchain,COINBASE,Global,USD,2024-06-09 23:00:00
stock,MSFT,MSFT Inc,2023-12-06,1542.3185852682452,1467.5725483527108,1577.994184475785,1457.9065656064138,7271963.528593314,225873242847.73578,automotive,NYSE,Global,$,2023-12-06 19:00:00
stock,GOOGL,GOOGL Inc,29/11/2023,21280.411789059286,20624.698428882264,21675.20467236006,20611.962227711818,402051.80493341235,2230692498387.9434,AI,NYSE,Global,USD,2023-11-29 22:00:00
crypto,BTC,BTC Coin,06-27-2023,28937.983674533945,28582.714475062,29987.358391380138,27849.094721140045,8734358.957578523,347477440968.3672,Crypto,BINANCE,Global,$,2023-06-27 01:00:00
crypto,BNB,BNB Coin,29/07/2023,21091.829134404037,20150.407140750667,21716.516730324,20062.11142743682,2107411.22786766,360777236284.4471,Crypto,COINBASE,Global,USDT,2023-07-29 20:00:00
stock,TSLA,TSLA Inc,2023-12-20,31581.695402425103,33054.116296076725,33271.55897432683,31132.95893210592,9090416.174135745,1872670084854.8135,RETAIL,NASDAQ,Global,$,2023-12-20 01:00:00
crypto,BNB,BNB Coin,2024-07-15,11884.790812944644,13005.277229531297,13122.96000163843,11798.260677717193,4923286.2866239,75974828003.74557,Crypto,BINANCE,US,USD,2024-07-15 00:00:00
stock,TSLA,TSLA Inc,13/10/2023,43538.787564612845,43062.518987944924,44659.51373497889,41682.86772809172,5929915.5634978395,749220912465.4994,Finance,NASDAQ,US,$,2023-10-13 05:00:00
crypto,BTC,BTC Coin,02-02-2024,19560.166017221516,21396.52260830306,21672.680499740487,19224.45162576164,3252575.452182724,69591929671.08398,Blockchain,COINBASE,Global,usd,2024-02-02 22:00:00
stock,AMZN,AMZN Inc,2023-05-21,6552.374299310308,7168.0629675198625,7330.702567851857,6302.090133813375,735893.9765527966,2322684645802.936,ai,NYSE,US,usd,2023-05-21 15:00:00
stock,AAPL,AAPL Inc,02-13-2023,25993.49968831532,25146.128111789374,27070.77866395129,24430.579349788477,2487894.011603711,517576136211.7468,finance,NASDAQ,US,usd,2023-02-13 18:00:00
crypto,SOL,SOL Coin,02-15-2024,35341.793072103435,32988.32587357404,35637.99125495193,31399.39602899197,7364283.748641339,248772269708.59186,Crypto,BINANCE,US,USD,2024-02-15 06:00:00
crypto,SOL,SOL Coin,19/04/2023,23736.797478733195,25370.6983278025,26392.71904791302,23244.67950484545,8682844.533852072,267202788410.613,crypto,COINBASE,Global,usd,2023-04-19 12:00:00
crypto,BNB,BNB Coin,2024-08-14,5604.861773692416,5346.757453535165,5620.859970566181,5221.42131250492,9366120.31725732,86307277964.52345,Crypto,BINANCE,US,USD,2024-08-14 03:00:00
stock,TSLA,TSLA Inc,2023-04-27,6114.27460136124,6055.820947903844,6399.773016387073,5848.759138674946,5072840.852075236,127637186598.84384,ai,NASDAQ,US,usd,2023-04-27 04:00:00
stock,AMZN,AMZN Inc,06/08/2023,7425.676616094822,8148.3882010433945,8541.596290975687,7056.22692033551,9518166.042446967,134302848560.67236,RETAIL,NYSE,Global,usd,2023-08-06 16:00:00
stock,AAPL,AAPL Inc,2024-03-03,43397.235543055904,43004.40251390188,44516.0076579218,41905.310143452436,6668975.711203497,1920968614068.3462,RETAIL,NASDAQ,US,usd,2024-03-03 15:00:00
stock,AAPL,AAPL Inc,01/01/2023,1508.3797577351709,1450.436840100999,1561.5260676440378,1392.5537822589833,6734650.900815848,427557251721.3756,Retail,NASDAQ,Global,USD,2023-01-01 11:00:00
crypto,ETH,ETH Coin,2024-08-18,4704.096782313025,4866.484196105672,4974.4593675688775,4673.083202467734,1772320.7446844117,388115258212.3718,Crypto,BINANCE,Global,usd,2024-08-18 04:00:00
stock,GOOGL,GOOGL Inc,19/05/2024,41907.38332950903,45633.9070353587,47192.870885611796,40853.77883388654,6178854.554771937,2080951597156.232,RETAIL,NASDAQ,Global,USDT,2024-05-19 12:00:00
