market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated,daily_change,daily_change_pct
stock,AMZN,AMZN Inc,2024-06-30,32949.61,29833.21,33315.3,28686.23,6719255.54,2150756964253.72,Technology,NYSE,Global,USD,2024-06-30 15:00:00,-3116.4,-9.46
stock,GOOGL,GOOGL Inc,2024-07-25,5214.39,5527.16,5576.51,5123.85,2382589.63,68934507885.55,Retail,NYSE,US,USD,2024-07-25 23:00:00,312.78,6.0
crypto,BTC,BTC Coin,2023-03-07,12166.18,12707.01,13250.67,12062.9,3972438.11,44279350139.94,Crypto,BINANCE,US,USD,2023-03-07 17:00:00,540.83,4.45
stock,AAPL,AAPL Inc,2024-08-17,10257.16,9832.82,10716.86,9347.57,855999.8,2007574558346.23,AI,NYSE,US,USD,2024-08-17 18:00:00,-424.34,-4.14
crypto,BTC,BTC Coin,2023-05-27,1336.34,1251.2,1375.3,1215.01,8926824.44,87115070782.68,Crypto,COINBASE,US,USD,2023-05-27 21:00:00,-85.14,-6.37
crypto,BNB,BNB Coin,2023-09-07,17097.45,16274.8,17422.04,15941.41,2681368.34,327890206886.68,Crypto,exchange_empty,Global,USD,2023-09-07 21:00:00,-822.65,-4.81
stock,AMZN,AMZN Inc,2023-04-25,20476.49,20689.64,21140.8,19754.15,9484584.62,1876205234468.91,Technology,NYSE,US,USD,2023-04-25 12:00:00,213.15,1.04
crypto,SOL,SOL Coin,2024-07-26,7014.26,7531.16,7714.71,6977.28,7998752.7,306624288693.11,Crypto,COINBASE,US,USD,2024-07-26 10:00:00,516.91,7.37
stock,AMZN,AMZN Inc,2023-12-23,1133.24,1080.81,1163.93,1061.0,2579618.97,1281388378363.01,Automotive,exchange_empty,Global,USD,2023-12-23 15:00:00,-52.43,-4.63
stock,AAPL,AAPL Inc,2023-05-23,41748.16,45792.74,46996.38,40019.12,2723800.96,426674661477.74,AI,NASDAQ,US,USD,2023-05-23 22:00:00,4044.58,9.69
crypto,BNB,BNB Coin,2023-03-09,45715.8,42220.83,47033.59,40688.33,5542225.85,12264317236.25,Crypto,COINBASE,Global,USD,2023-03-09 22:00:00,-3494.96,-7.64
crypto,SOL,SOL Coin,2023-05-05,41488.79,39052.75,41511.6,37367.4,9000286.4,262311053398.99,Crypto,BINANCE,US,USD,2023-05-05 16:00:00,-2436.05,-5.87
stock,GOOGL,GOOGL Inc,2024-04-20,29874.68,30475.26,31488.62,28642.9,9144205.05,2622931331911.92,AI,NASDAQ,Global,USD,2024-04-20 06:00:00,600.58,2.01
stock,MSFT,MSFT Inc,2023-05-26,19163.1,19235.6,19280.77,18364.27,7380598.13,1262123869427.3,AI,NYSE,US,USD,2023-05-26 02:00:00,72.5,0.38
crypto,BTC,BTC Coin,2023-05-08,30161.57,28625.44,30748.66,27607.37,3557371.49,37705473830.42,Crypto,BINANCE,Global,USD,2023-05-08 17:00:00,-1536.13,-5.09
crypto,BTC,BTC Coin,2023-09-27,14863.11,15060.51,15418.99,14613.17,9368360.56,289023132547.78,Crypto,BINANCE,US,USD,2023-09-27 01:00:00,197.4,1.33
crypto,ETH,ETH Coin,2024-02-19,10754.87,9746.46,10895.9,9549.13,515206.71,294365978398.05,Crypto,BINANCE,US,USD,2024-02-19 04:00:00,-1008.41,-9.38
stock,AMZN,AMZN Inc,2024-01-22,29846.17,28856.74,30996.61,27567.7,752302.68,1494135079131.7,AI,NASDAQ,Global,USD,2024-01-22 09:00:00,-989.44,-3.32
stock,MSFT,MSFT Inc,2023-10-31,24779.61,25713.32,26272.36,23845.92,8191204.07,2187284381048.77,Automotive,NASDAQ,Global,USD,2023-10-31 10:00:00,933.71,3.77
stock,TSLA,TSLA Inc,2023-11-14,34737.88,33154.84,35763.04,32095.5,916729.15,2400253478117.25,AI,NYSE,Global,USD,2023-11-14 23:00:00,-1583.04,-4.56
stock,MSFT,MSFT Inc,2024-04-19,6849.56,7466.35,7632.85,6570.49,5419467.57,2752767590632.11,Technology,NASDAQ,US,USD,2024-04-19 13:00:00,616.79,9.0
stock,TSLA,TSLA Inc,2023-05-16,36613.92,38858.8,40138.78,36050.57,8492107.32,2620108049270.46,Finance,NYSE,Global,USD,2023-05-16 23:00:00,2244.88,6.13
stock,AAPL,AAPL Inc,2024-02-09,24476.35,23111.6,25685.08,23046.95,395228.69,756507346488.97,Retail,NASDAQ,Global,USD,2024-02-09 13:00:00,-1364.76,-5.58
stock,MSFT,MSFT Inc,2023-05-29,46263.16,43307.64,47576.91,43124.64,340425.84,2119669765821.91,AI,NYSE,US,USD,2023-05-29 06:00:00,-2955.52,-6.39
crypto,BTC,BTC Coin,2023-03-10,14874.48,16137.01,16920.51,14833.03,4742667.95,280481005562.5,Crypto,COINBASE,US,USD,2023-03-10 23:00:00,1262.53,8.49
stock,MSFT,MSFT Inc,2023-03-27,42229.02,40701.18,43979.24,38741.44,5963102.51,2587507526458.05,Automotive,NYSE,Global,USD,2023-03-27 04:00:00,-1527.84,-3.62
stock,TSLA,TSLA Inc,2023-07-04,6037.14,5526.34,6247.32,5343.94,7247942.95,697726423490.23,Finance,NYSE,Global,USD,2023-07-04 10:00:00,-510.8,-8.46
crypto,ETH,ETH Coin,2023-09-19,15771.36,15895.93,16524.39,15234.15,6259287.87,30815754615.58,Crypto,BINANCE,US,USD,2023-09-19 11:00:00,124.57,0.79
stock,GOOGL,GOOGL Inc,2023-11-20,30797.0,29152.19,30834.57,28962.85,213672.84,2659073467226.2,Retail,NYSE,US,USD,2023-11-20 02:00:00,-1644.81,-5.34
stock,AAPL,AAPL Inc,2023-04-25,26451.57,28774.37,29923.6,26448.84,3507767.44,2625358001325.76,Retail,NASDAQ,US,USD,2023-04-25 12:00:00,2322.81,8.78
stock,MSFT,MSFT Inc,2023-03-27,20102.53,20021.62,20733.25,19895.16,9840850.61,2303892983904.07,AI,NASDAQ,Global,USD,2023-03-27 05:00:00,-80.91,-0.4
stock,TSLA,TSLA Inc,2024-05-16,20894.16,20565.53,21664.72,19782.78,1105630.66,2307137507454.91,AI,NYSE,Global,USD,2024-05-16 00:00:00,-328.64,-1.57
crypto,ADA,ADA Coin,2024-03-01,14369.08,13783.7,14536.91,13123.53,179721.47,145075752268.11,Crypto,COINBASE,Global,USD,2024-03-01 04:00:00,-585.37,-4.07
stock,AMZN,AMZN Inc,2023-12-11,21394.38,20899.43,22121.41,20082.52,9499661.88,2963289945310.73,Technology,NYSE,US,USD,2023-12-11 01:00:00,-494.95,-2.31
stock,TSLA,TSLA Inc,2023-03-26,4479.66,4405.81,4676.56,4393.64,4674547.71,2361171593102.5,AI,NASDAQ,Global,USD,2023-03-26 16:00:00,-73.84,-1.65
stock,TSLA,TSLA Inc,2024-04-16,8360.03,9181.26,9287.62,8336.09,6496816.84,1844100053740.02,AI,NYSE,Global,USD,2024-04-16 01:00:00,821.24,9.82
stock,AAPL,AAPL Inc,2023-01-07,25639.3,24258.21,25865.6,23312.73,1865196.18,1827133016687.79,Technology,exchange_empty,US,USD,2023-01-07 01:00:00,-1381.09,-5.39
crypto,BNB,BNB Coin,2023-01-08,17512.76,15964.08,18361.34,15871.32,9277595.08,312935867058.87,Crypto,COINBASE,US,USD,2023-01-08 02:00:00,-1548.68,-8.84
stock,TSLA,TSLA Inc,2023-02-13,8703.02,8522.42,9032.97,8392.89,1539805.17,2984774389712.84,AI,NASDAQ,Global,USD,2023-02-13 04:00:00,-180.6,-2.08
stock,TSLA,TSLA Inc,2023-09-04,11229.78,10609.49,11531.29,10393.56,5801281.99,2449341043721.95,Retail,NASDAQ,US,USD,2023-09-04 22:00:00,-620.29,-5.52
stock,TSLA,TSLA Inc,2024-08-03,43874.27,41817.44,44158.39,41584.83,9556559.33,283545643819.29,AI,NYSE,Global,USD,2024-08-03 18:00:00,-2056.83,-4.69
crypto,ETH,ETH Coin,2023-06-12,40477.71,41734.48,42883.96,38629.87,4085123.68,345540408819.85,Crypto,COINBASE,US,USD,2023-06-12 10:00:00,1256.77,3.1
stock,GOOGL,GOOGL Inc,2024-05-05,12995.09,13575.76,13912.36,12398.0,2202611.84,1124338665866.82,Retail,NYSE,US,USD,2024-05-05 07:00:00,580.67,4.47
crypto,ETH,ETH Coin,2023-07-06,3815.78,4083.81,4184.91,3716.68,5924485.44,274887211645.54,Crypto,COINBASE,Global,USD,2023-07-06 12:00:00,268.03,7.02
stock,TSLA,TSLA Inc,2024-01-16,17396.98,18016.37,18525.99,16759.41,8786421.23,2475796088116.2,AI,NASDAQ,Global,USD,2024-01-16 12:00:00,619.39,3.56
crypto,SOL,SOL Coin,2024-06-02,32926.01,35234.66,36762.6,32445.89,8370296.27,319983278534.74,Crypto,BINANCE,US,USD,2024-06-02 10:00:00,2308.65,7.01
stock,AAPL,AAPL Inc,2023-02-02,34010.24,34817.04,36127.41,32579.44,8808826.72,2095439670391.16,Finance,NYSE,US,USD,2023-02-02 10:00:00,806.8,2.37
stock,AMZN,AMZN Inc,2024-04-17,1472.07,1568.0,1578.1,1423.13,7435339.05,2616812147958.24,AI,NYSE,Global,USD,2024-04-17 20:00:00,95.93,6.52
crypto,BTC,BTC Coin,2023-05-03,40900.17,43617.04,44723.75,38868.22,2871094.29,68500158939.08,Crypto,COINBASE,Global,USD,2023-05-03 10:00:00,2716.87,6.64
crypto,SOL,SOL Coin,2024-01-04,49059.5,50352.84,51006.93,48161.72,5400313.81,248686132758.42,Crypto,BINANCE,US,USD,2024-01-04 23:00:00,1293.34,2.64
stock,TSLA,TSLA Inc,2024-01-21,5357.96,5637.68,5790.25,5348.05,3419379.79,2341737731501.92,Retail,NASDAQ,US,USD,2024-01-21 20:00:00,279.72,5.22
stock,AAPL,AAPL Inc,2023-10-06,46602.08,42897.31,48785.93,42227.87,679302.75,1901539460470.5,Automotive,NASDAQ,Global,USD,2023-10-06 08:00:00,-3704.78,-7.95
crypto,ADA,ADA Coin,2023-11-17,35411.52,32347.37,36442.3,31289.42,6209534.26,123880608943.99,Crypto,COINBASE,Global,USD,2023-11-17 01:00:00,-3064.15,-8.65
crypto,ADA,ADA Coin,2023-01-22,43578.12,47704.88,50015.89,43032.64,1301732.32,23068103355.94,Crypto,COINBASE,Global,USD,2023-01-22 10:00:00,4126.75,9.47
stock,TSLA,TSLA Inc,2023-01-21,1239.1,1120.67,1259.15,1092.02,7704303.77,2277206955827.78,Retail,NASDAQ,Global,USD,2023-01-21 09:00:00,-118.43,-9.56
stock,AMZN,AMZN Inc,2023-11-08,22300.68,21291.02,23412.5,20680.16,4514418.86,2053053176053.45,Automotive,NASDAQ,US,USD,2023-11-08 12:00:00,-1009.66,-4.53
crypto,ADA,ADA Coin,2024-02-29,39742.53,41282.01,41737.7,37919.1,6805312.52,69631409370.71,Crypto,COINBASE,US,USD,2024-02-29 09:00:00,1539.48,3.87
stock,AAPL,AAPL Inc,2024-04-08,13670.24,14902.93,15015.49,13282.24,9436215.59,1966988530700.59,Technology,NYSE,US,USD,2024-04-08 10:00:00,1232.68,9.02
stock,MSFT,MSFT Inc,2024-01-06,31929.91,31275.95,32367.7,31250.9,4093930.73,1264984677609.11,Technology,NYSE,Global,USD,2024-01-06 05:00:00,-653.96,-2.05
stock,TSLA,TSLA Inc,2024-04-18,11505.43,10845.26,11523.34,10656.37,3685894.91,2683356619000.61,Technology,NASDAQ,US,USD,2024-04-18 06:00:00,-660.17,-5.74
stock,TSLA,TSLA Inc,2024-01-27,23665.76,25881.79,26121.88,23510.31,7766191.93,2594431167020.51,AI,exchange_empty,Global,USD,2024-01-27 16:00:00,2216.03,9.36
stock,AAPL,AAPL Inc,2023-10-14,42240.71,44445.88,45837.53,40405.87,326229.27,2315056315485.72,Finance,NASDAQ,Global,USD,2023-10-14 16:00:00,2205.17,5.22
crypto,ADA,ADA Coin,2024-05-08,30836.35,32665.17,33451.63,29475.4,1252732.74,368734899887.2,Crypto,COINBASE,Global,USD,2024-05-08 23:00:00,1828.83,5.93
crypto,BNB,BNB Coin,2023-08-21,21520.99,20231.99,22049.97,19285.34,5820132.05,275798288455.44,Crypto,BINANCE,US,USD,2023-08-21 05:00:00,-1289.0,-5.99
crypto,BNB,BNB Coin,2023-04-01,39879.98,38367.43,40787.69,36471.35,725396.43,111252394751.86,Crypto,COINBASE,Global,USD,2023-04-01 16:00:00,-1512.55,-3.79
crypto,ADA,ADA Coin,2024-02-19,24002.14,24482.28,24839.31,23636.09,8601363.85,160034954780.64,Crypto,COINBASE,US,USD,2024-02-19 01:00:00,480.14,2.0
crypto,SOL,SOL Coin,2024-02-14,1990.55,1982.78,2000.99,1907.64,9866639.27,313041140612.87,Crypto,BINANCE,Global,USD,2024-02-14 23:00:00,-7.76,-0.39
stock,AMZN,AMZN Inc,2024-04-05,24949.42,25539.0,26436.01,24400.09,98698.7,436061673275.52,Finance,NYSE,Global,USD,2024-04-05 10:00:00,589.58,2.36
crypto,BNB,BNB Coin,2024-02-12,25890.41,23756.34,26344.3,22607.97,786706.39,133952216756.38,Crypto,COINBASE,US,USD,2024-02-12 12:00:00,-2134.06,-8.24
crypto,ADA,ADA Coin,2024-08-12,6644.46,6734.22,6966.37,6578.21,2002302.29,161784694099.63,Crypto,BINANCE,Global,USD,2024-08-12 10:00:00,89.75,1.35
crypto,ADA,ADA Coin,2023-01-06,5237.35,5380.25,5570.3,4983.75,9362186.25,71155619992.33,Crypto,COINBASE,US,USD,2023-01-06 08:00:00,142.91,2.73
crypto,ETH,ETH Coin,2023-04-07,27069.4,28201.23,29429.35,26682.43,8017479.1,25528657042.33,Crypto,COINBASE,US,USD,2023-04-07 10:00:00,1131.83,4.18
crypto,SOL,SOL Coin,2023-12-23,40743.11,37321.62,42565.99,36477.39,8173160.4,139082826054.41,Crypto,BINANCE,US,USD,2023-12-23 17:00:00,-3421.49,-8.4
stock,AMZN,AMZN Inc,2023-05-20,32182.45,32352.39,33535.82,30704.68,604460.49,1362431670709.72,AI,NASDAQ,US,USD,2023-05-20 09:00:00,169.94,0.53
stock,MSFT,MSFT Inc,2023-12-19,7985.64,8579.42,8673.46,7976.0,3369621.02,748838669690.34,Retail,NASDAQ,Global,USD,2023-12-19 14:00:00,593.79,7.44
stock,TSLA,TSLA Inc,2024-06-12,39487.03,40740.41,41755.24,38609.16,7192298.58,554532567909.21,Automotive,NYSE,US,USD,2024-06-12 04:00:00,1253.38,3.17
crypto,BTC,BTC Coin,2024-06-09,49816.73,54547.26,56320.94,47822.92,6802602.2,95239622825.86,Crypto,COINBASE,Global,USD,2024-06-09 23:00:00,4730.53,9.5
stock,MSFT,MSFT Inc,2023-12-06,1542.32,1467.57,1577.99,1457.91,7271963.53,225873242847.74,Automotive,NYSE,Global,USD,2023-12-06 19:00:00,-74.75,-4.85
stock,GOOGL,GOOGL Inc,2023-11-29,21280.41,20624.7,21675.2,20611.96,402051.8,2230692498387.94,AI,NYSE,Global,USD,2023-11-29 22:00:00,-655.71,-3.08
crypto,BTC,BTC Coin,2023-06-27,28937.98,28582.71,29987.36,27849.09,8734358.96,347477440968.37,Crypto,BINANCE,Global,USD,2023-06-27 01:00:00,-355.27,-1.23
crypto,BNB,BNB Coin,2023-07-29,21091.83,20150.41,21716.52,20062.11,2107411.23,360777236284.45,Crypto,COINBASE,Global,USD,2023-07-29 20:00:00,-941.42,-4.46
stock,TSLA,TSLA Inc,2023-12-20,31581.7,33054.12,33271.56,31132.96,9090416.17,1872670084854.81,Retail,NASDAQ,Global,USD,2023-12-20 01:00:00,1472.42,4.66
crypto,BNB,BNB Coin,2024-07-15,11884.79,13005.28,13122.96,11798.26,4923286.29,75974828003.75,Crypto,BINANCE,US,USD,2024-07-15 00:00:00,1120.49,9.43
stock,TSLA,TSLA Inc,2023-10-13,43538.79,43062.52,44659.51,41682.87,5929915.56,749220912465.5,Finance,NASDAQ,US,USD,2023-10-13 05:00:00,-476.27,-1.09
crypto,BTC,BTC Coin,2024-02-02,19560.17,21396.52,21672.68,19224.45,3252575.45,69591929671.08,Crypto,COINBASE,Global,USD,2024-02-02 22:00:00,1836.36,9.39
stock,AMZN,AMZN Inc,2023-05-21,6552.37,7168.06,7330.7,6302.09,735893.98,2322684645802.94,AI,NYSE,US,USD,2023-05-21 15:00:00,615.69,9.4
stock,AAPL,AAPL Inc,2023-02-13,25993.5,25146.13,27070.78,24430.58,2487894.01,517576136211.75,Finance,NASDAQ,US,USD,2023-02-13 18:00:00,-847.37,-3.26
crypto,SOL,SOL Coin,2024-02-15,35341.79,32988.33,35637.99,31399.4,7364283.75,248772269708.59,Crypto,BINANCE,US,USD,2024-02-15 06:00:00,-2353.47,-6.66
crypto,SOL,SOL Coin,2023-04-19,23736.8,25370.7,26392.72,23244.68,8682844.53,267202788410.61,Crypto,COINBASE,Global,USD,2023-04-19 12:00:00,1633.9,6.88
crypto,BNB,BNB Coin,2024-08-14,5604.86,5346.76,5620.86,5221.42,9366120.32,86307277964.52,Crypto,BINANCE,US,USD,2024-08-14 03:00:00,-258.1,-4.61
stock,TSLA,TSLA Inc,2023-04-27,6114.27,6055.82,6399.77,5848.76,5072840.85,127637186598.84,AI,NASDAQ,US,USD,2023-04-27 04:00:00,-58.45,-0.96
stock,AMZN,AMZN Inc,2023-08-06,7425.68,8148.39,8541.6,7056.23,9518166.04,134302848560.67,Retail,NYSE,Global,USD,2023-08-06 16:00:00,722.71,9.73
stock,AAPL,AAPL Inc,2024-03-03,43397.24,43004.4,44516.01,41905.31,6668975.71,1920968614068.35,Retail,NASDAQ,US,USD,2024-03-03 15:00:00,-392.83,-0.91
stock,AAPL,AAPL Inc,2023-01-01,1508.38,1450.44,1561.53,1392.55,6734650.9,427557251721.38,Retail,NASDAQ,Global,USD,2023-01-01 11:00:00,-57.94,-3.84
crypto,ETH,ETH Coin,2024-08-18,4704.1,4866.48,4974.46,4673.08,1772320.74,388115258212.37,Crypto,BINANCE,Global,USD,2024-08-18 04:00:00,162.39,3.45
stock,GOOGL,GOOGL Inc,2024-05-19,41907.38,45633.91,47192.87,40853.78,6178854.55,2080951597156.23,Retail,NASDAQ,Global,USD,2024-05-19 12:00:00,3726.52,8.89
crypto,ADA,ADA Coin,2024-03-20,28534.78,25854.72,29863.0,25453.36,6765457.34,348217468869.09,Crypto,exchange_empty,Global,USD,2024-03-20 01:00:00,-2680.06,-9.39
stock,TSLA,TSLA Inc,2023-11-15,32947.68,32248.3,34020.52,30807.76,6578795.2,654868705669.17,Technology,NYSE,Global,USD,2023-11-15 07:00:00,-699.38,-2.12
crypto,ETH,ETH Coin,2024-02-19,2420.12,2651.08,2705.02,2404.48,7824072.46,399768421679.41,Crypto,BINANCE,US,USD,2024-02-19 21:00:00,230.96,9.54
stock,TSLA,TSLA Inc,2024-02-14,36925.08,39720.42,40523.05,35682.61,6676266.26,1705378620350.14,Automotive,NYSE,Global,USD,2024-02-14 15:00:00,2795.34,7.57
crypto,BNB,BNB Coin,2024-03-23,38116.63,40386.96,41266.56,37769.46,1202970.34,324099147066.8,Crypto,COINBASE,US,USD,2024-03-23 02:00:00,2270.33,5.96
crypto,ETH,ETH Coin,2023-03-09,297.88,287.43,303.33,278.75,6954976.6,220073193694.54,Crypto,BINANCE,Global,USD,2023-03-09 22:00:00,-10.45,-3.51
crypto,BTC,BTC Coin,2024-07-13,22440.19,21262.28,22858.99,20440.78,732886.04,158480450001.79,Crypto,COINBASE,Global,USD,2024-07-13 06:00:00,-1177.91,-5.25
stock,MSFT,MSFT Inc,2023-07-28,33413.96,34212.49,35005.35,32377.77,8633473.16,1814311294210.32,Automotive,NASDAQ,US,USD,2023-07-28 05:00:00,798.53,2.39
stock,GOOGL,GOOGL Inc,2024-01-16,23964.3,21690.77,24373.19,21018.57,3988828.99,1562054537557.29,AI,NYSE,US,USD,2024-01-16 03:00:00,-2273.53,-9.49
crypto,BTC,BTC Coin,2023-11-29,26684.79,27260.68,28303.24,26435.27,7181512.64,234168085844.8,Crypto,COINBASE,Global,USD,2023-11-29 04:00:00,575.88,2.16
stock,TSLA,TSLA Inc,2024-08-20,921.45,865.38,921.8,850.13,8980407.46,2867015850905.26,Technology,NYSE,US,USD,2024-08-20 19:00:00,-56.06,-6.08
crypto,ETH,ETH Coin,2023-10-21,46352.46,42275.92,48518.13,40905.38,1015106.86,101175507147.64,Crypto,BINANCE,US,USD,2023-10-21 09:00:00,-4076.54,-8.79
stock,AMZN,AMZN Inc,2024-01-12,12846.26,12293.54,13043.64,12172.47,5392073.61,1462756559967.11,Technology,NYSE,US,USD,2024-01-12 04:00:00,-552.72,-4.3
crypto,ADA,ADA Coin,2024-06-17,30520.59,31839.99,32274.01,29625.64,1219739.05,127966541166.62,Crypto,BINANCE,Global,USD,2024-06-17 04:00:00,1319.41,4.32
crypto,SOL,SOL Coin,2023-09-01,34059.08,31889.1,34953.41,31425.19,1069662.35,76553993066.2,Crypto,COINBASE,Global,USD,2023-09-01 21:00:00,-2169.98,-6.37
crypto,BTC,BTC Coin,2024-03-04,12835.57,14023.96,14363.02,12711.06,5502715.2,229088326753.42,Crypto,COINBASE,US,USD,2024-03-04 20:00:00,1188.39,9.26
stock,MSFT,MSFT Inc,2023-07-05,31661.24,34519.63,35558.01,31375.0,8842180.43,139803473235.91,Technology,NASDAQ,Global,USD,2023-07-05 16:00:00,2858.4,9.03
stock,TSLA,TSLA Inc,2023-06-26,10610.12,10845.63,11068.52,10525.17,9000331.21,691958518127.31,Technology,NYSE,Global,USD,2023-06-26 13:00:00,235.5,2.22
stock,MSFT,MSFT Inc,2023-12-30,11851.16,12516.07,12688.04,11746.05,4237958.8,1066729924115.13,AI,NYSE,Global,USD,2023-12-30 04:00:00,664.91,5.61
stock,TSLA,TSLA Inc,2024-03-22,4785.81,4904.36,5015.15,4686.89,1680974.06,2005974198881.5,Finance,NYSE,US,USD,2024-03-22 22:00:00,118.55,2.48
crypto,ETH,ETH Coin,2023-11-19,43141.23,40697.19,43347.69,38710.43,6420073.03,296065129252.95,Crypto,COINBASE,Global,USD,2023-11-19 05:00:00,-2444.04,-5.67
crypto,BNB,BNB Coin,2023-05-19,27339.4,25873.72,27873.76,25349.1,4968171.82,244802144255.07,Crypto,BINANCE,Global,USD,2023-05-19 02:00:00,-1465.68,-5.36
stock,AAPL,AAPL Inc,2024-06-09,6830.62,7097.22,7240.69,6635.34,7176260.06,2963478705442.51,Automotive,NYSE,US,USD,2024-06-09 19:00:00,266.59,3.9
crypto,BNB,BNB Coin,2023-06-08,49562.89,45879.32,49820.89,45246.96,5784290.78,278512279773.13,Crypto,BINANCE,US,USD,2023-06-08 03:00:00,-3683.57,-7.43
stock,AAPL,AAPL Inc,2023-05-14,3980.17,3650.34,4158.13,3502.85,3234392.25,829740393013.82,Retail,NYSE,US,USD,2023-05-14 09:00:00,-329.83,-8.29
stock,MSFT,MSFT Inc,2023-09-20,17756.27,16227.18,18217.09,15470.68,8003764.72,687702642658.69,Retail,NASDAQ,Global,USD,2023-09-20 10:00:00,-1529.08,-8.61
stock,MSFT,MSFT Inc,2023-09-22,27005.2,29058.02,30003.68,26374.57,3244013.2,708799124912.19,Finance,NASDAQ,US,USD,2023-09-22 09:00:00,2052.82,7.6
crypto,ADA,ADA Coin,2024-02-08,33477.65,36786.18,38003.5,32737.43,7306774.45,136535755657.99,Crypto,BINANCE,US,USD,2024-02-08 02:00:00,3308.53,9.88
stock,AMZN,AMZN Inc,2024-03-18,3016.52,3054.1,3200.33,2892.13,6900358.9,1400964780728.32,Technology,NASDAQ,Global,USD,2024-03-18 13:00:00,37.58,1.25
stock,GOOGL,GOOGL Inc,2023-07-29,26796.03,24634.53,27399.43,24334.19,3476367.67,610791729090.58,Retail,NYSE,US,USD,2023-07-29 10:00:00,-2161.49,-8.07
crypto,ETH,ETH Coin,2024-01-20,39774.54,43172.7,43679.21,38579.95,1525007.72,267640131172.45,Crypto,BINANCE,US,USD,2024-01-20 00:00:00,3398.16,8.54
stock,GOOGL,GOOGL Inc,2023-07-12,46350.78,46721.19,48688.23,45240.58,6236233.29,2977525671453.54,Automotive,NYSE,US,USD,2023-07-12 16:00:00,370.41,0.8
stock,MSFT,MSFT Inc,2023-02-21,37765.97,34954.02,39325.83,34573.07,7087738.23,276482052026.89,Retail,NASDAQ,US,USD,2023-02-21 13:00:00,-2811.95,-7.45
crypto,BNB,BNB Coin,2024-07-31,15163.39,14444.98,15436.43,13786.03,9369641.27,19283350307.28,Crypto,BINANCE,Global,USD,2024-07-31 00:00:00,-718.4,-4.74
crypto,BNB,BNB Coin,2023-05-31,15283.16,14968.27,15624.89,14669.35,5157278.6,223751885081.39,Crypto,BINANCE,Global,USD,2023-05-31 20:00:00,-314.89,-2.06
stock,MSFT,MSFT Inc,2023-07-22,24853.2,27299.55,28461.72,23869.65,9306021.55,2758981999911.11,Automotive,NASDAQ,Global,USD,2023-07-22 19:00:00,2446.34,9.84
stock,AAPL,AAPL Inc,2023-05-01,40874.31,39898.42,42668.64,39635.21,8059448.08,357935529677.57,Automotive,NYSE,Global,USD,2023-05-01 12:00:00,-975.89,-2.39
crypto,ADA,ADA Coin,2023-01-25,15240.91,13963.48,15548.0,13386.45,6949815.94,317062022341.29,Crypto,COINBASE,Global,USD,2023-01-25 20:00:00,-1277.43,-8.38
crypto,ETH,ETH Coin,2023-10-25,48780.75,50156.1,52218.72,46664.95,8620282.81,141709391982.43,Crypto,BINANCE,US,USD,2023-10-25 06:00:00,1375.34,2.82
crypto,BNB,BNB Coin,2023-08-15,24358.23,24875.85,25827.12,23353.25,5026158.2,369489090252.79,Crypto,COINBASE,US,USD,2023-08-15 22:00:00,517.63,2.13
stock,TSLA,TSLA Inc,2023-02-01,7327.24,7133.11,7352.21,6785.66,1352527.73,1202002453039.22,Technology,NASDAQ,US,USD,2023-02-01 10:00:00,-194.12,-2.65
stock,MSFT,MSFT Inc,2023-02-07,27480.98,30041.23,30690.87,26535.38,5061912.49,2889714183651.63,Technology,NYSE,US,USD,2023-02-07 09:00:00,2560.25,9.32
stock,TSLA,TSLA Inc,2024-02-24,5292.18,5441.23,5500.01,5191.52,6502360.72,1324139949012.4,Retail,NYSE,US,USD,2024-02-24 22:00:00,149.06,2.82
stock,MSFT,MSFT Inc,2024-06-03,3076.87,3249.64,3324.35,2931.97,9948668.31,464554310854.66,Finance,NASDAQ,Global,USD,2024-06-03 02:00:00,172.77,5.62
crypto,BTC,BTC Coin,2024-01-26,34754.81,38116.85,38572.68,33264.26,1214728.01,27823321593.56,Crypto,BINANCE,US,USD,2024-01-26 14:00:00,3362.03,9.67
stock,AMZN,AMZN Inc,2024-07-08,5061.28,5255.8,5272.17,4937.13,9966971.84,916792691227.11,Technology,NYSE,Global,USD,2024-07-08 03:00:00,194.52,3.84
crypto,BNB,BNB Coin,2023-08-12,30764.82,29572.71,31724.52,28873.37,4261407.76,326518256454.88,Crypto,BINANCE,Global,USD,2023-08-12 17:00:00,-1192.11,-3.87
crypto,ETH,ETH Coin,2024-02-25,44331.34,43886.12,44762.74,42498.79,4141883.4,56630598812.38,Crypto,COINBASE,US,USD,2024-02-25 11:00:00,-445.22,-1.0
crypto,BNB,BNB Coin,2023-11-06,36683.38,38659.19,38680.51,35612.51,4813960.17,331877468748.92,Crypto,COINBASE,Global,USD,2023-11-06 16:00:00,1975.8,5.39
stock,MSFT,MSFT Inc,2023-09-21,12998.06,13674.71,13768.46,12696.06,2152803.52,67384907700.94,Finance,NYSE,Global,USD,2023-09-21 15:00:00,676.65,5.21
crypto,BNB,BNB Coin,2024-02-03,12067.66,13216.2,13745.86,12043.27,4879052.59,9787705984.34,Crypto,COINBASE,Global,USD,2024-02-03 07:00:00,1148.54,9.52
